식품명,식품대분류명,영양성분함량기준량,에너지(kcal),단백질(g),지방(g),탄수화물(g),당류(g),식이섬유(g),나트륨(mg),콜레스테롤(mg),포화지방산(g),트랜스지방산(g)
강블리라이프 블링야채볶음밥,즉석식품류,100g,160.0,2.8,2.8,30.8,1.2,,160.0,0.0,0.8,0.0
강블리라이프 블링햄야채볶음밥,즉석식품류,100g,170.0,3.6,3.2,31.6,0.8,,280.0,6.0,1.6,0.0
강산산야초,음료류,100g,298.0,0.0,0.0,74.13,68.0,,5.0,0.0,0.0,0.0
강산송화,음료류,100g,293.0,0.0,0.0,73.33,63.33,,0.0,0.0,0.0,0.0
강산애 돌산 갓김치,절임류 또는 조림류,100g,28.0,1.6,0.4,4.6,0.5,,185.0,0.0,0.1,0.0
강산진흑염소진액,식육가공품 및 포장육,100g,17.0,0.0,0.0,4.29,1.43,,6.0,0.0,0.0,0.0
강서건쌀국수,면류,100g,349.0,7.0,0.9,78.0,0.0,,0.0,0.0,0.4,0.0
강서명과,농산가공식품류,100g,284.0,6.0,0.0,80.0,0.0,,0.0,0.0,0.0,0.0
강서의 꿈 토마토,음료류,100g,100.0,2.0,0.0,24.0,19.0,,5.0,0.0,0.0,0.0
강성원우유 저지우유,유가공품류,100g,78.0,4.0,4.6,5.3,5.0,,40.0,15.0,2.7,0.0
강성원우유플레인요구르트저지방,유가공품류,100g,60.0,3.2,1.26,8.5,6.7,,46.0,7.5,0.8,0.0
강소금오당면,면류,100g,375.0,0.0,0.0,90.0,0.0,,0.0,0.0,0.0,0.0
강순덕명인정성쌈장,장류,100g,205.0,19.0,4.64,30.6,22.57,,3111.0,0.0,0.01,0.0
강순덕장독숙성찌개 국된장,장류,100g,178.0,14.0,3.97,21.56,9.43,,4258.0,0.0,0.62,0.0
강순덕태양초고추장,장류,100g,175.0,6.24,3.3,30.18,11.93,,2710.0,0.0,0.68,0.0
강순덕태양초고추장명품,장류,100g,229.0,5.9,1.0,49.3,26.8,,2620.0,0.0,0.5,0.0
강순옥 순창 고추장,장류,100g,207.0,7.76,3.68,35.78,14.7,,3361.0,0.0,0.41,0.0
강순의명가 김치 양념,절임류 또는 조림류,100g,21.0,1.65,0.22,4.07,1.48,,664.0,0.0,0.1,0.0
강순의명가 깊은 맛 포기김치,절임류 또는 조림류,100g,43.0,1.7,0.98,6.87,3.35,3.2,549.0,0.0,0.04,0.0
강순의명가 수제영양밥,즉석식품류,100g,170.0,4.17,0.0,38.33,0.83,,75.0,0.0,0.0,0.0
강순의명가 전라도식 깊은 맛 포기김치,절임류 또는 조림류,100g,43.0,1.7,0.98,6.87,3.35,3.2,549.0,0.0,0.04,0.0
강순자오이소박이,절임류 또는 조림류,100g,32.0,1.7,0.9,4.4,3.4,,541.0,0.0,0.1,0.0
강순자오이소박이오이김치,절임류 또는 조림류,100g,32.0,1.7,0.9,4.4,3.4,,541.0,0.0,0.1,0.0
강스푸 고산우롱차,음료류,100g,0.0,0.0,0.0,0.0,0.0,,40.0,0.0,0.0,0.0
강스푸 녹차,음료류,100g,19.0,0.0,0.0,4.5,4.2,,26.0,0.0,0.0,0.0
강스푸 다홍파오홍차,음료류,100g,56.0,0.0,0.0,14.0,12.5,,65.0,0.0,0.0,0.0
강스푸 모리화차,음료류,100g,0.0,0.0,0.0,0.0,0.0,,40.0,0.0,0.0,0.0
강스푸 미도우롱차,음료류,100g,182.0,0.0,0.0,45.5,12.0,,65.0,0.0,0.0,0.0
강스푸 운무녹차,음료류,100g,0.0,0.0,0.0,0.0,0.0,,40.0,0.0,0.0,0.0
강스푸드 호두와 아몬드 두유,음료류,100g,66.0,3.16,2.63,7.37,5.79,,95.0,0.0,0.32,0.0
강씨네 상황버섯 진액,음료류,100g,12.0,0.2,0.0,2.9,1.8,,12.0,0.0,0.0,0.0
강아지 쿠키 만들기 세트,과자류·빵류 또는 떡류,100g,551.5,8.87,27.21,60.98,17.38,,102.5,135.54,15.81,0.18
강아지크루키,과자류·빵류 또는 떡류,100g,457.0,5.71,28.57,48.57,45.71,,57.0,14.29,17.14,0.0
강안팥앙금,절임류 또는 조림류,100g,147.0,9.8,0.6,27.1,0.0,6.8,0.0,0.0,0.0,0.0
강알리,주류,100g,89.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
강연우자숙냉동서리태콩,농산가공식품류,100g,413.0,38.68,15.86,30.45,6.45,,0.0,0.0,2.19,0.0
강옹심,농산가공식품류,100g,196.0,0.3,0.5,47.6,0.9,,6.0,0.0,0.1,0.0
강옹심 황태국맛,즉석식품류,100g,196.0,0.3,0.5,47.6,0.9,,6.0,0.0,0.1,0.0
강와사비,조미식품,100g,104.0,1.2,4.8,14.0,4.3,,920.0,0.0,0.7,0.0
강와사비분,조미식품,100g,398.33,16.33,8.0,65.33,15.83,,30.33,0.0,0.27,0.0
강원 벚꽃 담금주키트,농산가공식품류,100g,41.5,1.68,0.16,10.5,0.88,,1.0,0.76,0.08,0.0
강원 전통 수수 부꾸미,과자류·빵류 또는 떡류,100g,213.0,4.58,1.73,44.86,6.64,,218.0,0.0,0.42,0.0
강원고성검은깨두부,두부류 또는 묵류,100g,85.0,7.67,4.47,4.87,0.0,,123.0,0.0,0.63,0.0
강원고성손두부,두부류 또는 묵류,100g,85.0,7.67,4.47,4.87,0.0,,123.0,0.0,0.63,0.0
강원곳간 고기 감자만두,즉석식품류,100g,184.0,9.0,6.0,23.0,3.0,,341.0,11.0,2.1,0.0
강원곳간 고기손만두,즉석식품류,100g,196.0,7.0,8.0,25.0,2.0,,378.0,7.0,2.6,0.0
강원곳간 김치 감자만두,즉석식품류,100g,177.0,8.0,3.5,29.0,3.0,,519.0,7.0,1.2,0.0
강원곳간 김치손만두,즉석식품류,100g,167.0,6.0,3.2,28.0,1.0,,377.0,5.0,1.5,0.0
강원곳간맛성비돼지국밥,즉석식품류,100g,108.0,4.07,9.33,1.36,0.26,,139.0,15.0,3.21,0.0
강원곳간맛성비순대국,즉석식품류,100g,76.0,3.17,4.98,3.79,0.29,,259.0,12.86,1.52,0.0
강원나물밥,즉석식품류,100g,151.0,2.33,4.19,26.05,0.0,,158.0,0.0,0.33,0.0
강원나물밥&된장국,즉석식품류,100g,196.0,3.04,6.42,31.51,0.21,,107.0,0.0,0.71,0.0
강원다래빵,과자류·빵류 또는 떡류,100g,330.0,5.3,7.23,61.0,34.58,,115.0,12.23,3.8,0.0
강원도 감자로 만든 감자스낵,과자류·빵류 또는 떡류,100g,487.0,4.0,18.67,74.67,5.33,,800.0,0.0,6.67,0.0
강원도 감자로 만든 강낭콩 송편,과자류·빵류 또는 떡류,100g,122.0,1.33,0.34,28.35,3.3,,269.0,0.0,0.14,0.0
강원도 고랭지콩 선식두부,두부류 또는 묵류,100g,20.0,1.73,0.81,1.41,0.15,,2.0,0.0,0.11,0.0
강원도 명물 코다리 구이,수산가공식품류,100g,172.0,14.29,2.28,23.52,13.78,,758.0,62.72,0.7,0.0
강원도 산나물 만두,즉석식품류,100g,175.0,6.0,8.0,20.0,1.0,,348.0,10.0,2.2,0.0
강원도 생감자 옹심이,농산가공식품류,100g,168.0,1.67,0.83,38.33,0.0,,9.0,0.0,0.0,0.0
강원도 원주 감자빵,과자류·빵류 또는 떡류,100g,264.0,4.3,9.1,41.1,11.0,,200.0,42.8,4.5,0.2
강원도 원주 고구마빵,과자류·빵류 또는 떡류,100g,279.0,2.7,6.73,51.91,16.23,,200.0,6.21,2.13,0.0
강원도 원주식 콩나물 전병,즉석식품류,100g,168.0,7.61,3.75,25.95,5.44,,293.0,4.64,1.19,0.0
강원도 찰옥수수빵,과자류·빵류 또는 떡류,100g,228.0,2.38,7.68,37.33,6.95,,195.5,5.66,3.36,0.04
강원도 찰옥수수빵 생지,과자류·빵류 또는 떡류,100g,142.0,2.48,6.62,18.13,1.71,,84.5,10.2,5.05,0.08
강원도 찰옥수수앙금,절임류 또는 조림류,100g,207.0,5.33,0.7,44.66,10.33,,90.0,0.0,0.1,0.0
강원도 황기시래기해장국,즉석식품류,100g,60.0,4.0,3.4,3.0,0.0,,250.0,55.0,1.4,0.2
강원도 횡성 찰옥수수S,농산가공식품류,100g,184.0,4.36,1.42,38.51,1.95,,41.0,0.0,0.0,0.0
강원도가 나에게 감자래요 갈릭버터맛,과자류·빵류 또는 떡류,100g,567.0,6.67,36.67,53.33,1.67,,175.0,0.0,5.0,0.0
강원도가 나에게 감자래요 소금맛,과자류·빵류 또는 떡류,100g,520.0,6.67,28.33,58.33,0.0,,308.0,0.0,5.0,0.0
강원도가 나에게 감자래요 치즈맛,과자류·빵류 또는 떡류,100g,535.0,6.67,31.67,56.67,1.67,,178.0,0.0,5.0,0.0
강원도감자옹심이칼국수,즉석식품류,100g,171.0,6.8,3.2,28.8,2.0,,880.0,3.2,0.6,0.0
강원도감자쿠키,과자류·빵류 또는 떡류,100g,462.67,6.57,17.69,69.27,25.22,,74.33,78.01,7.87,0.0
강원도곤드레를 만난 맛있는잡채,즉석식품류,100g,148.0,1.06,4.13,26.67,3.18,,282.0,0.0,0.92,0.01
강원도돼지 간장불고기,식육가공품 및 포장육,100g,130.0,17.0,3.6,8.0,8.0,,390.0,40.0,0.0,0.0
강원도돼지 고추장불고기,식육가공품 및 포장육,100g,140.0,19.0,3.9,7.0,7.0,,610.0,40.0,0.0,0.0
강원도시골밥상 곤드레나물밥,즉석식품류,100g,193.0,3.81,3.33,37.14,0.48,,210.0,0.0,0.0,0.0
강원도시골밥상 시래기보리밥,즉석식품류,100g,179.0,3.81,3.33,33.33,0.95,,267.0,0.0,0.38,0.0
강원도시골밥상 취나물밥,즉석식품류,100g,181.0,3.33,2.86,35.24,0.48,,210.0,0.0,0.29,0.0
강원도시래기비빔밥,즉석식품류,100g,159.0,3.95,5.04,24.34,4.61,,250.0,6.58,1.03,0.07
강원도식 고추장 감자수제비,면류,100g,235.0,6.11,0.28,51.95,1.95,,1272.0,0.0,0.08,0.0
강원도식 곤드레나물밥,즉석식품류,100g,160.0,2.86,1.9,32.86,0.0,,136.0,0.0,1.76,0.0
강원도식 두부 김치만두,즉석식품류,100g,126.0,8.0,3.2,16.0,1.0,,478.0,18.0,0.8,0.0
강원도식 떡사리 닭갈비,식육가공품 및 포장육,100g,166.0,11.57,8.2,11.59,5.02,,385.0,53.23,1.85,0.04
강원도식 바지락 감자수제비,면류,100g,228.0,5.83,0.25,50.56,1.67,,1514.0,0.0,0.08,0.0
강원도식 순살 닭갈비,식육가공품 및 포장육,100g,200.0,13.6,11.89,9.54,4.37,,551.0,34.51,3.33,0.03
강원도식비빔막국수,면류,100g,169.0,4.67,1.21,35.14,4.04,,638.0,0.0,0.22,0.0
강원도옥수수파이,과자류·빵류 또는 떡류,100g,403.0,19.21,18.42,53.95,19.21,,201.0,23.16,6.58,0.0
강원도옥수수팥빵,과자류·빵류 또는 떡류,100g,235.0,5.0,1.1,51.0,14.0,,210.0,2.3,0.0,0.0
강원도청정돼지 생간장제육,식육가공품 및 포장육,100g,130.0,13.0,5.0,8.0,8.0,,370.0,35.0,1.6,0.0
강원도청정돼지 생고추장제육,식육가공품 및 포장육,100g,160.0,15.0,3.6,17.0,13.0,,620.0,35.0,0.8,0.0
강원도청정돼지 생돼지갈비,식육가공품 및 포장육,100g,240.0,15.0,17.0,7.0,7.0,,310.0,50.0,6.0,0.0
강원도촌막장,장류,100g,175.0,13.0,5.5,19.0,9.0,,5042.0,0.0,0.9,0.0
강원도춘천식 닭갈비,식육가공품 및 포장육,100g,155.0,13.0,6.0,12.0,8.0,,710.0,55.0,1.5,0.0
강원도춘천식닭갈비,식육가공품 및 포장육,100g,160.0,13.77,8.48,7.39,5.28,,540.5,60.3,0.8,0.02
강원도황기갈비탕,즉석식품류,100g,50.0,5.0,1.9,4.0,0.0,,320.0,5.0,0.0,0.0
강원도황기육개장,즉석식품류,100g,40.0,3.0,1.8,3.0,0.0,,380.0,10.0,0.7,0.0
강원마가린프리,식용유지류,100g,750.0,0.0,83.0,0.0,0.0,,200.0,5.0,36.0,0.0
강원산골 갈비탕,식육가공품 및 포장육,100g,28.0,4.0,1.1,0.38,0.21,,296.0,12.29,0.53,0.0
강원산골강냉이,과자류·빵류 또는 떡류,100g,400.0,11.0,3.6,81.0,9.0,,13.0,0.0,0.8,0.0
강원산골더덕무침,절임류 또는 조림류,100g,216.0,4.3,2.8,43.4,7.1,,1246.0,0.0,0.0,0.0
강원산골배맛육수,조미식품,100g,13.0,0.13,0.27,2.4,2.01,,604.0,0.0,0.02,0.0
강원설악 구기자 발효진액 골드,음료류,100g,77.5,0.14,0.12,18.68,9.75,,2.0,0.0,0.0,0.0
강원설악 꾸지뽕 진액,음료류,100g,17.0,0.0,0.0,4.29,1.43,,0.0,0.0,0.0,0.0
강원수두부,두부류 또는 묵류,100g,85.0,7.67,4.47,4.87,0.0,,123.0,0.0,0.63,0.0
강원쌀국수,면류,100g,255.0,4.0,1.4,56.0,1.0,,300.0,0.0,0.4,0.0
강원아로니아 담금주키트,농산가공식품류,100g,54.0,0.7,0.12,14.3,7.0,,0.0,0.0,0.0,0.0
강원옥 찹쌀떡,과자류·빵류 또는 떡류,100g,249.0,3.02,6.08,45.46,6.39,,430.0,4.55,0.63,0.07
강원우리밀가루,농산가공식품류,100g,360.0,10.0,2.0,74.0,0.0,,1.0,0.0,1.0,0.0
강원우유 딸기 생크림빵,과자류·빵류 또는 떡류,100g,316.0,4.42,17.83,34.5,16.58,,175.0,54.42,12.17,0.33
강원우유 바나나 생크림빵,과자류·빵류 또는 떡류,100g,313.0,5.33,15.92,37.08,12.0,,197.0,51.33,10.08,0.33
강원우유 소금 생크림빵,과자류·빵류 또는 떡류,100g,357.0,5.25,19.86,39.42,11.64,,365.5,66.62,14.32,0.38
강원우유 우유 생크림빵,과자류·빵류 또는 떡류,100g,323.0,2.92,19.0,35.08,13.92,,175.0,58.42,13.5,0.42
강원우유 초코 생크림빵,과자류·빵류 또는 떡류,100g,377.0,5.83,22.83,37.08,20.0,,172.0,46.67,12.58,0.33
강원인삼김,수산가공식품류,100g,600.0,25.0,50.0,25.0,0.0,,1875.0,0.0,0.0,0.0
강원콩된장,장류,100g,157.0,14.89,5.74,11.44,0.67,,5463.0,0.0,1.22,0.0
강원햇살강냉이,과자류·빵류 또는 떡류,100g,398.0,8.5,3.0,84.5,10.5,,25.0,0.0,0.5,0.0
강장현 홍삼정과,절임류 또는 조림류,100g,375.0,0.0,0.0,85.0,55.0,,25.0,0.0,0.0,0.0
강장현 홍삼진액,음료류,100g,6.0,0.0,0.0,0.94,0.0,,0.0,0.0,0.0,0.0
강정가라게 GOLD,식육가공품 및 포장육,100g,245.0,9.0,17.0,14.0,1.0,,590.0,45.0,3.2,0.0
강정꼬지소스,조미식품,100g,202.0,1.49,0.4,48.2,37.78,,630.0,0.0,0.06,0.0
강정소스,조미식품,100g,258.0,1.97,1.14,59.88,41.92,,963.0,0.0,0.17,0.01
강주형 잎새버섯 양파볶음 매운맛,즉석식품류,100g,38.0,3.0,1.0,4.0,0.0,,550.0,5.0,0.4,0.0
강주형 잎새버섯양파볶음 순한맛,즉석식품류,100g,38.0,3.0,1.0,4.0,0.0,,550.0,5.0,0.4,0.0
강준치_육_생것_부산_10월,어패류 및 기타 수산물,100g,90.0,18.7,1.1,0.2,0.2,0.0,,,,
강지영김치,절임류 또는 조림류,100g,36.5,1.58,0.39,7.76,4.7,,839.5,0.0,0.02,0.0
강진 간편 매생이버섯죽,즉석식품류,100g,67.0,1.0,2.0,11.0,0.0,,157.0,2.0,1.0,0.0
강진 간편 전복죽,즉석식품류,100g,56.0,1.0,1.5,9.0,0.0,,197.0,0.0,0.0,0.0
강진 간편 전복톳밥,즉석식품류,100g,150.0,3.2,4.3,24.5,1.0,,142.0,4.6,0.4,0.0
강진 간편 톳밥,즉석식품류,100g,148.0,1.84,2.69,30.0,1.0,,172.0,0.0,1.0,0.0
강진 웰니스푸소 캐릭터 젤리,과자류·빵류 또는 떡류,100g,360.0,0.0,0.0,90.0,70.0,,100.0,0.0,0.0,0.0
강진 표고버섯 스프레드,잼류,100g,215.0,2.95,8.42,31.96,23.56,,608.0,0.0,1.17,0.03
강진농협 건강 쌀귀리 골드 분말,농산가공식품류,100g,440.0,13.66,10.02,73.89,0.82,,4.0,0.0,1.72,0.01
강진맥우 1++ 육포,식육가공품 및 포장육,100g,339.0,37.5,10.0,23.75,13.75,,1378.0,90.0,3.63,0.0
강창구 진 막창볶음,식육가공품 및 포장육,100g,208.0,6.55,9.61,23.74,11.3,,912.0,98.73,5.74,0.03
강창구 진 육수,식육가공품 및 포장육,100g,11.0,1.75,0.41,0.09,0.0,,297.0,0.8,0.05,0.0
강창구마라순대국,즉석식품류,100g,92.0,5.88,5.5,5.56,0.33,,366.0,30.87,1.86,0.03
강창구순대만진순대국,즉석식품류,100g,87.0,5.44,2.88,9.95,0.71,,349.0,23.31,1.02,0.02
강창구진순대국,즉석식품류,100g,98.0,8.99,6.37,1.14,0.0,,197.0,25.42,1.58,0.01
강창구찹쌀진순대국,즉석식품류,100g,98.0,8.99,6.37,1.14,0.0,,197.0,25.42,1.58,0.01
강창구토마토진순대국,즉석식품류,100g,91.0,6.59,4.96,4.98,1.15,,308.0,26.91,1.64,0.03
강천섬 은행잎 쿠키,과자류·빵류 또는 떡류,100g,530.0,9.0,28.0,60.0,9.0,,105.0,135.0,17.0,0.0
강철부대 건빵,과자류·빵류 또는 떡류,100g,433.0,9.33,8.67,78.33,16.67,,283.0,0.0,3.67,0.0
강철부대 실온닭가슴살 데리야끼,식육가공품 및 포장육,100g,123.0,16.36,3.18,6.36,4.55,,273.0,145.45,0.91,0.0
강철부대 실온닭가슴살 마일드,식육가공품 및 포장육,100g,118.0,21.82,3.45,1.82,0.91,,273.0,154.55,1.27,0.0
강철부대 실온닭가슴살 핫스파이시,식육가공품 및 포장육,100g,145.0,21.82,3.73,6.36,3.64,,323.0,140.91,1.18,0.0
강철부대 실온닭가슴살 훈제맛,식육가공품 및 포장육,100g,109.0,19.09,3.18,1.18,0.45,,255.0,118.18,0.91,0.0
강철부대W 수제초코파이,과자류·빵류 또는 떡류,100g,453.0,8.0,27.0,45.0,25.0,,73.0,32.0,11.0,0.0
강철부대W놀부찌개라면,면류,100g,439.0,8.7,16.52,63.48,4.35,,1539.0,3.48,7.83,0.0
강철프로틴 WPI 1000,유가공품류,100g,376.0,80.12,0.91,11.72,0.07,,881.0,11.72,0.7,0.0
강촌김치,절임류 또는 조림류,100g,29.0,1.3,0.0,6.0,4.0,,540.0,0.0,0.0,0.0
강치 마카롱,과자류·빵류 또는 떡류,100g,453.0,6.0,22.33,57.33,41.0,,42.0,23.33,12.33,0.0
강태현셰프 나주곰탕,식육가공품 및 포장육,100g,17.0,0.8,0.82,1.4,0.2,,180.0,18.8,0.28,0.0
강태현셰프 소고기샤브샤브전골,식육가공품 및 포장육,100g,18.0,1.0,0.7,1.9,0.7,,231.0,5.2,0.23,0.0
강태현셰프 청국장찌개,즉석식품류,100g,59.0,4.6,3.0,3.4,1.8,,277.0,0.0,0.4,0.0
강태현셰프 한우미역국,즉석식품류,100g,18.0,1.57,0.71,1.29,0.0,,258.0,1.86,0.26,0.0
강표쌈장,장류,100g,201.0,9.1,1.4,38.1,13.9,,2435.0,0.0,0.4,0.0
강푸드 광천 올리브유김,수산가공식품류,100g,500.0,25.0,37.5,25.0,0.0,,1500.0,0.0,5.0,0.0
강푸드 광천 재래김,수산가공식품류,100g,640.0,20.0,60.0,20.0,0.0,,1140.0,20.0,0.0,0.0
강푸드 광천 죽염김,수산가공식품류,100g,550.0,17.5,37.5,37.5,0.0,,1950.0,27.5,2.5,0.0
강푸드 녹차올리브김,수산가공식품류,100g,640.0,20.0,60.0,20.0,0.0,,140.0,20.0,0.0,0.0
강푸드키즈홍삼진액,음료류,100g,12.0,0.14,0.06,2.62,2.47,,42.0,0.0,0.0,0.0
강한맛고춧가루,조미식품,100g,379.0,5.0,9.2,69.0,61.9,,1462.0,0.0,1.4,0.0
강해져야할때,음료류,100g,172.0,28.0,0.0,12.0,8.0,,0.0,0.0,0.0,0.0
강화도 매운 새우 떡볶이 오리지널 매새떡,즉석식품류,100g,235.0,7.5,2.3,46.0,7.6,,1296.0,5.7,0.3,0.0
강화사자발쑥을넣은석류즙,음료류,100g,45.0,0.0,0.0,11.25,10.0,,9.0,0.0,0.0,0.0
강화섬 새우젓,수산가공식품류,100g,38.0,7.0,0.3,1.9,0.0,,6830.0,0.0,0.0,0.0
강화섬 생들기름,식용유지류,100g,827.0,0.2,91.6,0.37,0.0,,0.0,0.0,7.55,0.26
강화섬 생참기름,식용유지류,100g,821.0,0.29,90.87,0.38,0.0,,0.0,0.0,12.52,0.31
강화섬건강연잎밥,즉석식품류,100g,223.0,6.29,3.97,40.57,0.39,,2.0,0.0,0.61,0.01
강화섬쌀 단호박죽,즉석식품류,100g,47.0,1.0,0.6,9.0,6.0,,61.0,0.0,0.0,0.0
강화섬쌀 소고기야채죽,즉석식품류,100g,47.0,2.0,1.0,8.0,1.0,,127.0,2.0,0.0,0.0
강화섬쌀밥,즉석식품류,100g,153.0,2.5,0.45,34.5,0.0,,3.0,0.0,0.0,0.0
강화섬쌀식혜,음료류,100g,93.0,0.0,0.0,22.5,17.5,,4.0,0.0,0.0,0.0
강화속노랑고구마식혜,음료류,100g,152.0,0.0,1.3,35.0,30.0,,16.0,0.0,0.0,0.0
강화홍삼 일품정골드,음료류,100g,250.0,0.0,0.0,60.0,20.0,,0.0,0.0,0.0,0.0
강황 구미,과자류·빵류 또는 떡류,100g,389.0,0.0,0.39,96.67,61.67,,167.0,0.0,0.0,0.0
강황 누룽지,농산가공식품류,100g,398.0,7.8,1.6,88.1,0.0,,0.0,0.0,0.0,0.0
강황 돈피편육,식육가공품 및 포장육,100g,136.0,21.19,3.66,4.58,0.0,,183.0,56.36,1.93,0.0
강황 분말,조미식품,100g,360.0,5.0,0.0,85.0,1.0,,18.0,0.0,0.0,0.0
강황 생강티,음료류,100g,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
강황 수용성 리포좀 커큐민 355 맥스,농산가공식품류,100g,389.0,0.0,2.04,92.6,20.37,,46.0,0.0,0.0,0.0
강황 시즈닝,조미식품,100g,364.0,8.1,5.9,69.6,42.1,,4303.0,0.8,0.1,0.3
강황 커큐민 500 바이오페린 피페린,농산가공식품류,100g,381.0,12.7,0.9,80.5,1.1,,28.0,0.0,0.1,0.0
강황 프리미엄 골드,음료류,100g,50.0,0.5,0.5,11.5,9.0,,25.0,0.0,0.0,0.0
강황감자조림,절임류 또는 조림류,100g,89.0,2.01,1.37,17.09,2.43,,318.0,0.0,0.19,0.0
강황골드카레 순한맛,조미식품,100g,388.0,6.25,13.75,60.0,13.75,,4263.0,0.0,6.25,0.63
강황골드카레 약간매운맛,조미식품,100g,381.0,5.0,13.75,58.75,13.75,,4538.0,0.0,6.25,0.0
강황누들,면류,100g,360.0,10.0,0.0,80.0,0.0,,30.0,0.0,0.0,0.0
강황닭가슴살미니볼&통귀리샐러드,즉석식품류,100g,121.0,11.5,1.2,16.5,0.5,,58.0,17.0,0.0,0.0
강황닭갈비 세트,특수의료용도식품,100g,105.0,7.09,4.61,9.93,3.19,,255.0,21.28,0.57,0.04
강황더밥,즉석식품류,100g,177.0,3.16,0.47,40.69,0.15,1.3,1.0,0.0,0.15,0.01
강황라이스,농산가공식품류,100g,300.0,5.7,1.0,65.15,0.0,,5.0,0.0,0.3,0.3
강황면,면류,100g,255.0,5.0,0.9,57.0,0.4,,470.0,0.0,0.4,0.0
강황버섯볶음밥과 두부닭가슴살스테이크,즉석식품류,100g,157.0,6.09,4.35,23.48,3.91,,277.0,10.87,0.35,0.0
강황버섯볶음밥과 치즈불닭,즉석식품류,100g,164.0,7.73,4.55,22.73,0.91,,308.0,22.73,1.27,0.0
강황버섯볶음밥과제육볶음,즉석식품류,100g,204.0,5.2,8.0,27.6,3.2,,354.0,16.0,2.4,0.28
강황수,음료류,100g,0.0,0.0,0.0,0.0,0.0,,0.0,0.0,0.0,0.0
강황스낵,과자류·빵류 또는 떡류,100g,383.0,5.74,1.71,86.28,10.39,,96.0,0.0,0.77,0.0
강황쌀,농산가공식품류,100g,352.0,7.41,1.16,77.96,0.0,,1.0,0.0,0.23,0.0
강황쌀잡곡밥&칠리닭가슴살,즉석식품류,100g,172.0,7.59,4.64,25.32,3.38,,230.0,29.11,1.22,0.0
강황쌀잡곡밥고추장불고기,즉석식품류,100g,161.0,9.09,3.31,26.03,2.07,,176.0,25.21,0.99,0.0
강황쌀잡곡밥돈청양,즉석식품류,100g,160.0,6.58,2.47,30.86,2.06,,120.0,7.0,0.91,0.0
강황쌀잡곡밥소불고기,즉석식품류,100g,155.0,8.73,3.27,22.18,2.18,,248.0,20.36,0.87,0.0
강황쌀잡곡밥시금치두부,즉석식품류,100g,160.0,6.58,2.47,30.86,2.06,,120.0,7.0,0.91,0.0
강황쌀잡곡밥씨앗담은스테이크,즉석식품류,100g,200.0,10.34,4.83,28.97,2.76,,214.0,13.1,1.38,0.0
강황쌀잡곡밥치즈&고추장불고기,즉석식품류,100g,191.0,10.69,5.52,24.48,2.76,,196.0,19.66,2.41,0.69
강황쌀잡곡밥콩단백비프포크스테이크,즉석식품류,100g,179.0,8.0,4.0,28.67,3.33,,235.0,10.67,1.33,0.0
강황쌀잡곡밥쿠킹닭다리살데리야끼,즉석식품류,100g,175.0,8.97,3.42,27.35,2.56,,212.0,30.77,0.85,0.0
강황쌀잡곡밥함바그스테이크,즉석식품류,100g,156.0,7.48,4.72,28.74,1.97,,197.0,27.56,1.46,0.0
강황오색김누룽지,농산가공식품류,100g,391.0,7.88,0.99,87.67,0.17,,2.0,0.0,0.34,0.0
강황중화면,면류,100g,235.0,5.22,0.87,51.74,2.17,,491.0,0.0,0.26,0.0
강황진미명과,과자류·빵류 또는 떡류,100g,479.0,4.44,18.89,71.11,17.78,,308.0,0.0,7.78,0.0
강황찐쌀강정,과자류·빵류 또는 떡류,100g,320.0,6.0,0.0,86.0,22.0,,170.0,0.0,0.0,0.0
강황초크300,음료류,100g,70.0,0.0,0.0,18.0,16.0,,30.0,0.0,0.0,0.0
강황팥두텁,과자류·빵류 또는 떡류,100g,260.0,4.59,2.85,53.98,21.13,,205.0,0.0,0.0,0.0
강황햄버거빵,과자류·빵류 또는 떡류,100g,338.0,14.66,0.0,69.44,0.0,,0.0,0.0,0.0,0.0
강황현미곤약찰밥,즉석식품류,100g,77.0,2.67,0.8,18.67,0.0,7.3,72.0,0.0,0.07,0.0
강황환,농산가공식품류,100g,373.0,6.42,2.07,82.15,3.82,,31.0,0.0,0.31,0.04
강훈목장 수제 그릭요거트 마일드,유가공품류,100g,175.0,9.0,13.0,5.0,3.0,,25.0,45.0,9.0,0.0
강훈목장 수제그릭요거트 시그니처,유가공품류,100g,225.0,14.0,16.0,6.0,2.0,,21.0,50.0,11.0,0.0
강훈목장 수제요거트,유가공품류,100g,75.0,3.0,3.4,8.0,5.0,,35.0,10.0,2.1,0.0
강훈목장 수제요거트 딸기,유가공품류,100g,85.0,3.0,4.2,8.0,6.0,,30.0,10.0,2.2,0.0
강훈목장 수제요거트 블루베리,유가공품류,100g,80.0,3.0,3.5,9.0,7.0,,30.0,8.0,1.6,0.0
갖은양념이어우러진녹차쌈장,장류,100g,180.0,8.0,3.8,29.0,16.0,,3010.0,0.0,0.0,0.0
갚은산속송이젤리,과자류·빵류 또는 떡류,100g,333.0,0.0,0.0,83.33,50.0,,0.0,0.0,0.0,0.0
개고기 수육,찜류,100g,226.0,15.8,17.15,3.1,0.1,1.4,54.0,32.25,3.45,
